GPS lat,GPS lon,0.001,0.005,0.01
49.219943900000004,16.5572753,0.0,0.025572115783345666,0.16574383245107616
49.2214239,16.5559986,0.0,0.02921836981770045,0.19302953868795297
49.225195299999996,16.627615,0.5141961285038902,0.522042794527385,0.38178566042176304
49.1888675,16.536240799999998,0.17941373066408345,0.46081500222172356,0.446246032198128
49.1839836,16.6009253,0.31642823842185813,0.04591134853344286,0.05119003916451014
49.1842136,16.6004047,0.360517999808671,0.04533561305521285,0.056226043306983914
49.2121864,16.6830994,0.0,0.0971110091968519,0.22586127363015876
49.19440170000001,16.5282256,0.4650550229034957,0.6195116780246892,0.6608313982314274
49.2162605,16.6160974,0.439227505047448,0.12706138267585795,0.11795275069466843
49.1917028,16.6064561,0.14945964044288124,0.10387335168133516,0.09739709969603987
49.2072581,16.661221400000002,0.3075992757520454,0.1223909859065636,0.12666292641750482
49.231442799999996,16.6281086,0.5463272118414825,0.5427294617615424,0.49467138721875975
49.227801899999996,16.6203258,0.6887434190374949,0.5148707013715998,0.3418534592783833
49.212452500000005,16.5473306,0.11181577383627755,0.4658805098544011,0.4396873745748773
49.229997499999996,16.5864678,0.0,0.0559352737680804,0.07198472867298605
49.1922956,16.6534875,0.0,0.09289897856366863,0.0573470975013807
49.2212475,16.5701958,0.0,0.17033570490674546,0.1266531669070997
49.2204417,16.5702033,0.0,0.14289713262875192,0.12131185578564825
49.2206386,16.5703761,0.0,0.14692865739990532,0.12278068375755052
49.220842499999996,16.5702036,0.0,0.15470305337057966,0.12433842952931218
49.2210464,16.570372199999998,0.0,0.15967284675764568,0.12541824654927025
49.2015689,16.6625678,0.0,0.028681691094968296,0.08565142689679615
49.20456110000001,16.6598344,0.13733129639509292,0.07481130553704056,0.13081160634610906
49.239443900000005,16.5816639,0.043136450355421206,0.02723781263159097,0.0803603957460695
49.2408992,16.58708,0.0,0.08332719693105668,0.18190907287998823
49.1662289,16.556133300000003,0.0,0.007902221369419673,0.13429051219314136
49.2072983,16.5993758,0.0,0.0768577187026777,0.0988739621495775
49.2074308,16.599281400000002,0.0,0.07146085074707251,0.09813413349905667
49.2086044,16.5985422,0.023640895934812806,0.05190108744881891,0.09119146794145677
49.207753100000005,16.599761100000002,0.0028813270821007437,0.08074907402331968,0.09831858336510385
49.2078953,16.5996964,0.019293580294616784,0.07628980879568423,0.09763789762355084
49.2111831,16.5968764,0.034927950422954976,0.05054806346424763,0.07233256730328126
49.2090011,16.59903,0.023640895934812806,0.05770806858943851,0.089956783295552
49.2107761,16.5984844,0.0022774972318886913,0.04012726494284524,0.08231504856661344
49.23070560000001,16.5929081,0.024861736727514634,0.05197610119782964,0.10878775729258029
49.2299456,16.586285,0.001044222899565155,0.05507033284061812,0.07084204237618216
49.2045769,16.6570997,0.004424981368934553,0.13365823235999633,0.12485799258497413
49.2099422,16.659879399999998,0.0,0.2578642931230023,0.11749928160535501
49.203842200000004,16.6047503,0.02050935844230881,0.21287109132079707,0.128660451395152
49.2045914,16.6039297,0.0,0.19897155980082618,0.11969958359244297
49.204962200000004,16.6037006,0.0,0.20223254690571532,0.11524640590448487
49.2045514,16.6625836,0.0,0.03562252693150367,0.12329775424513094
49.1679092,16.575615300000003,0.0,0.02251559565064936,0.10794893065916426
49.213716399999996,16.5231658,0.27681910260940984,0.5034833225771049,0.5245642896008863
49.2169517,16.5261858,0.006434918773946769,0.36194866250111807,0.4506560269009585
49.1816906,16.6831911,0.0,0.0058510902261458475,0.012289031170722588
49.1796981,16.6892064,0.0,0.0058510902261458475,0.003917194619740488
49.195398600000004,16.654475599999998,0.0,0.08893660188427853,0.05339970453398265
49.2143203,16.623956099999997,0.003244495867284165,0.1503387843548392,0.11660110261748233
49.2085994,16.6002669,0.023640895934812806,0.08025852854169177,0.09365256641103527
49.213032500000004,16.5501508,0.0,0.2574058547314198,0.32679684078089016
49.211718299999994,16.5487519,0.0,0.3387583491412321,0.41751372430655
49.2137381,16.5503375,0.0,0.256663061502387,0.3009723726377449
49.1698589,16.5582431,0.0,0.006101107524012293,0.060051660955675545
49.168701399999996,16.5639972,0.0,0.027021945202279594,0.0853987309149695
49.1701331,16.5555864,0.06177759084069299,0.011620545169121685,0.05805643890842136
49.186426399999995,16.6314536,0.0,0.0033431300810416323,0.012263367189499502
49.186426399999995,16.6314536,0.0,0.0033431300810416323,0.012263367189499502
