GPS lat,GPS lon,Adresa,Adresa interní,Městská část,vyska,Typ zdroje,Systém,Popis,0.001,0.005,0.01
49.2118408,16.6792244,Hochmanova 8,VS6 Hochmanova,Líšeň,339.1,HV,VS6HoSTR,Stroj. VS6 Hochmanova,0.0,0.03749095897786978,0.1848963790735984
49.2118408,16.6792244,Hochmanova 8,VS6 Hochmanova,Líšeň,339.1,HV,VS6HoMT,Měření VS6 Hochmanova,0.0,0.03749095897786978,0.1848963790735984
49.2118408,16.6792244,Hochmanova 8,VS6 Hochmanova,Líšeň,339.1,HV,VS6HoPS1,"PDS Molákova 1-7,9",0.0,0.03749095897786978,0.1848963790735984
49.2118408,16.6792244,Hochmanova 8,VS6 Hochmanova,Líšeň,339.1,HV,VS6HoPS2,"Mol.11,13,15,17,19,21,23",0.0,0.03749095897786978,0.1848963790735984
49.2118408,16.6792244,Hochmanova 8,VS6 Hochmanova,Líšeň,339.1,HV,VS6HoPS3,"PDS Hochm.2,4,6,Molák.",0.0,0.03749095897786978,0.1848963790735984
49.2118408,16.6792244,Hochmanova 8,VS6 Hochmanova,Líšeň,339.1,HV,HoPS1MT,"Měř. Molákova 1-7,9",0.0,0.03749095897786978,0.1848963790735984
49.2118408,16.6792244,Hochmanova 8,VS6 Hochmanova,Líšeň,339.1,HV,HoPS2MT,"Mol.11,13,15,17,19,21,23",0.0,0.03749095897786978,0.1848963790735984
49.2118408,16.6792244,Hochmanova 8,VS6 Hochmanova,Líšeň,339.1,HV,HoPS3MT,"Měř.Hochm.2,4,6,Molákova",0.0,0.03749095897786978,0.1848963790735984
49.2472886,16.5838092,Horácké náměstí 1,PKKR7 Horácké nám.,Řečkovice,261.2,PK,K7HoNKOT,Kotle KR7 Horácké n.,0.32569981520789554,0.05995130823812092,0.10829538716683614
49.2472886,16.5838092,Horácké náměstí 1,PKKR7 Horácké nám.,Řečkovice,261.2,PK,K7HoNSTR,Strojovna KR7 Horácké n.,0.32569981520789554,0.05995130823812092,0.10829538716683614
49.178645,16.5921439,Horní 30,PK Horní 30,Štýřice,223.9,HV,PKHorKOT,Kotle PK Horní,0.02832934628616177,0.10904624779300193,0.10416327175774152
49.2461525,16.5716742,Hrázka 12,KM C Hrázka 12,Medlánky,274.0,PK,KMCNaSTR,KM C Hrázka 12,0.0,0.04232074515299975,0.0348057030153862
49.2461525,16.5716742,Hrázka 12,KM C Hrázka 12,Medlánky,274.0,PK,KMCNaMT,Měření KM C Hrázka 12,0.0,0.04232074515299975,0.0348057030153862
49.2454631,16.5723222,Hrázka 20,KM D Hrázka 20,Medlánky,270.4,PK,KMDHrSTR,KM D Hrázka20,0.0,0.04380456465986835,0.03580496686577613
49.2454631,16.5723222,Hrázka 20,KM D Hrázka 20,Medlánky,270.4,PK,KMDHrMT,Měření KM D Hrázka20,0.0,0.04380456465986835,0.03580496686577613
49.2449067,16.5730256,Hrázka 30,KM E Hrázka 30,Medlánky,267.7,PK,KMEHrSTR,KM E Hrázka30,0.0,0.05083883167609189,0.03768946465146357
49.2449067,16.5730256,Hrázka 30,KM E Hrázka 30,Medlánky,267.7,PK,KMEHrMT,Měření KM E Hrázka30,0.0,0.05083883167609189,0.03768946465146357
49.2444039,16.5737617,Hrázka 4,KM F Hrázka 40,Medlánky,267.3,PK,KMFHrSTR,KM F Hrázka40,0.0,0.058096423824655276,0.03934563938215828
49.2444039,16.5737617,Hrázka 4,KM F Hrázka 40,Medlánky,267.3,PK,KMFHrMT,Měření KM F Hrázka40,0.0,0.058096423824655276,0.03934563938215828
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,VSHusKot,VS Hůskova kotelna,0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,VSHusStr,VS Hůskova strojovna,0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,VSHusKon,VS Hůskova kondenz.,0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,VSHusPS1,PDS Kneslova 6 - 28,0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,VSHusPS2,"PDS Hůskova 6,12",0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,VSHusPS3,PDS Cornovova 1 - 60,0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,VSHusPS4,"PDS Krausova 1,4,7,10",0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,VSHusPS5,"PDS Olomoucka 152,156",0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,VSHusPS6,"PDS Turgenevova 2b,4",0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,HusPS1MT,Měření Kneslova 6 - 28,0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,HusPS2MT,"Měření Hůskova 6,12",0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,HusPS3MT,Měření Cornovova 1 - 60,0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,HusPS4MT,Měřen,0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,HusPS5MT,,0.0,0.0024410111404599704,0.012063336479701408
49.1850942,16.6405103,Húskova 4,VS Húskova 4,Černovice,206.1,PV,HusPS6MT,,0.0,0.0024410111404599704,0.012063336479701408
49.2118917,16.599854999999998,Chaloupeckého náměstí 1,VS Chaloupeck.n.1,Královo Pole,228.1,HV,VChN1Str,Strojovna VS Chaloup.n.1,0.08563420383866673,0.029294086430405528,0.08051616297555955
49.2118917,16.599854999999998,Chaloupeckého náměstí 1,VS Chaloupeck.n.1,Královo Pole,228.1,HV,VSChN1MT,Měření VS Chaloup.n.1,0.08563420383866673,0.029294086430405528,0.08051616297555955
49.21146829999999,16.594720600000002,Chlupova 2,VS Chlupova 2,Královo Pole,239.8,HV,VChl2Str,Strojovna VS Chlupova 2,0.06859243451966315,0.051398438148594607,0.04977217557529008
49.21146829999999,16.594720600000002,Chlupova 2,VS Chlupova 2,Královo Pole,239.8,HV,VSChl2MT,Měření VS Chlupova 2,0.06859243451966315,0.051398438148594607,0.04977217557529008
49.2118064,16.5945914,Chlupova 4-6,VS Chlupova 4,Královo Pole,240.5,HV,VChl4Str,Strojovna VS Chlupova 4,0.2262239922133568,0.04743181935091564,0.044616460158740226
49.2118064,16.5945914,Chlupova 4-6,VS Chlupova 4,Královo Pole,240.5,HV,VSChl4MT,Měření VS Chlupova 4,0.2262239922133568,0.04743181935091564,0.044616460158740226
49.2114033,16.5942183,Chlupova 5,VS Chlupova 1-7,Královo Pole,241.0,HV,VChl5Str,Strojovna VS Chlupova 5,0.08655502963643394,0.05172349064658138,0.0468454096501405
49.2114033,16.5942183,Chlupova 5,VS Chlupova 1-7,Královo Pole,241.0,HV,VSChl5MT,Měření VS Chlupova 5,0.08655502963643394,0.05172349064658138,0.0468454096501405
49.8635411,18.5414436,Ibsenova 2,HO9 Ibsenova 2,Lesná,237.9,HV,HO9IbSTR,Stroj. HO9 Ibsenova 2,0.0,0.0,0.0
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,K19IrKOT,Kotle K19 Irkutská,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,K19IrSTR,Strojovna K19 Irkutská,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,K19IrMT,Měření K19 Irkutská,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,PdsIrku2,Pds Irkutská 2,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,PdsIrku3,Pds Irkutská 3,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,PdsBos17,Pds Bosonožská 17,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,PdsSeva1,Pds Sevastopolská 1,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,PdsKry15,Pds Krymská 15,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,IrPS1MT,Měření Irkutská 1-8,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,IrPS2MT,Měření Kyjevská 13-17,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,IrPS3MT,Měření Krymská 5-15,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,IrPS4MT,Měření Bosonožská 11-17,0.0,0.011913738489567966,0.06919273101595318
49.167542499999996,16.5500519,Irkutská 2a,PK K19 Irkutská,Lískovec,236.2,PK,IrPS5MT,Měření Sevastopol.,0.0,0.011913738489567966,0.06919273101595318
49.128840000000004,16.6517494,Janošíkova 41,PKD Janošíkova 41,Chrlice,195.5,PK,D_JanKOT,D Jánošíkova kotle,0.0,0.0024339715788976556,0.008707631169549737
49.128840000000004,16.6517494,Janošíkova 41,PKD Janošíkova 41,Chrlice,195.5,PK,D_JanSTR,D Jánošíkova strojovna,0.0,0.0024339715788976556,0.008707631169549737
49.128840000000004,16.6517494,Janošíkova 41,PKD Janošíkova 41,Chrlice,195.5,PK,D_JanPS1,"PDS D Jánošíkova 35,37",0.0,0.0024339715788976556,0.008707631169549737
49.128840000000004,16.6517494,Janošíkova 41,PKD Janošíkova 41,Chrlice,195.5,PK,D_JanMT,Měření D Jánošíkova,0.0,0.0024339715788976556,0.008707631169549737
49.1948253,16.6118119,Jánská 18,VS Jánská 18,Střed,214.1,HV,Jan18STR,Stroj. Janská 18,0.0,0.06722200449602193,0.07932289324576136
49.1944278,16.6097994,Jánská 9,VS Jánská 9,Střed,225.6,HV,Jan09STR,Stroj. Jánská 9,0.0,0.12272441699623099,0.09217869940931118
49.2044275,16.5556203,Jasanová 26a,PK E1 Jasanová 26a,Jundrov,225.5,PK,E1JasKOT,Kotle E1 Jasanová,0.27089491086070744,0.30691217658549436,0.24445830734669236
49.2044275,16.5556203,Jasanová 26a,PK E1 Jasanová 26a,Jundrov,225.5,PK,E1JasSTR,Strojovna E1 Jasanová,0.27089491086070744,0.30691217658549436,0.24445830734669236
49.2061097,16.553285,Jasanová 4a,PK E2 Jasanová 4a,Jundrov,224.2,PK,E2JasKOT,Kotle E2 Jasanová,0.005381001488117277,0.24256307707702887,0.2985428198837673
49.2061097,16.553285,Jasanová 4a,PK E2 Jasanová 4a,Jundrov,224.2,PK,E2JasSTR,Strojovna  E2 Jasanová,0.005381001488117277,0.24256307707702887,0.2985428198837673
49.2497761,16.5856489,Ječná 38a,PKKR2 Ječná 38a,Řečkovice,252.9,PK,K8JecKOT,Kotle KR8 Ječná,0.024519830772730143,0.057757513453527864,0.16294924980503175
49.2497761,16.5856489,Ječná 38a,PKKR2 Ječná 38a,Řečkovice,252.9,PK,K8JecSTR,Strojovna KR8 Ječná,0.024519830772730143,0.057757513453527864,0.16294924980503175
49.230027500000006,16.6294517,Ježkova 9,HO5 Ježkova 9,Lesná,302.5,HV,HO5JeKOT,Kotle HO5 Ježkova,0.5754361280570467,0.5788212282563671,0.45578922779226144
49.230027500000006,16.6294517,Ježkova 9,HO5 Ježkova 9,Lesná,302.5,HV,HO5JeSTR,Stroj. HO5 Ježkova,0.5754361280570467,0.5788212282563671,0.45578922779226144
49.230027500000006,16.6294517,Ježkova 9,HO5 Ježkova 9,Lesná,302.5,HV,HO5JeMT,Měření HO5 Ježkova,0.5754361280570467,0.5788212282563671,0.45578922779226144
49.230027500000006,16.6294517,Ježkova 9,HO5 Ježkova 9,Lesná,302.5,HV,PDSBlz_8,PDS Blažkova 8 pro 1-8,0.5754361280570467,0.5788212282563671,0.45578922779226144
49.230027500000006,16.6294517,Ježkova 9,HO5 Ježkova 9,Lesná,302.5,HV,PDSBlz_9,PDS Blažkova 9 ZŠ,0.5754361280570467,0.5788212282563671,0.45578922779226144
49.178768100000006,16.6841578,Jihomoravské náměstí 1a,PK2 Jihomora.n.1a,Slatina,254.9,PK,PK2JiKOT,PK2 Jihomor. n. kotle,0.0,0.0058510902261458475,0.005861013772807024
49.178768100000006,16.6841578,Jihomoravské náměstí 1a,PK2 Jihomora.n.1a,Slatina,254.9,PK,PK2JiSTR,PK2 Jihomor.n. strojovna,0.0,0.0058510902261458475,0.005861013772807024
49.1791414,16.5937681,Jílová 29b,VS Jílova 29b,Štýřice,218.3,HV,VSJilSTR,Strojovna VS Jílova,0.04512750908735995,0.07418218235898832,0.09286415409386381
49.1791414,16.5937681,Jílová 29b,VS Jílova 29b,Štýřice,218.3,HV,VSJilMT,Měření VS Jílova,0.04512750908735995,0.07418218235898832,0.09286415409386381
49.1791414,16.5937681,Jílová 29b,VS Jílova 29b,Štýřice,218.3,HV,VSJilPS1,PDS Jílova 28a,0.04512750908735995,0.07418218235898832,0.09286415409386381
49.1791414,16.5937681,Jílová 29b,VS Jílova 29b,Štýřice,218.3,HV,JilPS1MT,Měření Jílova 28a,0.04512750908735995,0.07418218235898832,0.09286415409386381
49.213852200000005,16.5825142,Jindřichova 10,VS Jindřichova 10,Žabovřesky,239.4,HV,VsJ10STR,Strojovna Jindřichova 10,0.0,0.0236814280661651,0.05283749436925924
49.213852200000005,16.5825142,Jindřichova 10,VS Jindřichova 10,Žabovřesky,239.4,HV,VsJ10MT,Měření Jindřichova 10,0.0,0.0236814280661651,0.05283749436925924
49.2136544,16.582266699999998,Jindřichova 12,VS Jindřichova 12,Žabovřesky,238.1,HV,VsJ12STR,Strojovna Jindřichova 12,0.0,0.025857920894814816,0.05521712501935107
49.2136544,16.582266699999998,Jindřichova 12,VS Jindřichova 12,Žabovřesky,238.1,HV,VsJ12MT,Měření Jindřichova 12,0.0,0.025857920894814816,0.05521712501935107
49.2133161,16.582005300000002,Jindřichova 14,VS Jindřichova 14,Žabovřesky,236.3,HV,VsJ14STR,Strojovna Jindřichova 14,0.0,0.029385295643107268,0.06058246396761193
49.2133161,16.582005300000002,Jindřichova 14,VS Jindřichova 14,Žabovřesky,236.3,HV,VsJ14MT,Měření Jindřichova 14,0.0,0.029385295643107268,0.06058246396761193
49.2131103,16.5818422,Jindřichova 16,VS Jindřichova 16,Žabovřesky,234.9,HV,VsJ16STR,Strojovna Jindřichova 16,0.0,0.03318468344231188,0.06433027711098559
49.2131103,16.5818422,Jindřichova 16,VS Jindřichova 16,Žabovřesky,234.9,HV,VsJ16MT,Měření Jindřichova 16,0.0,0.03318468344231188,0.06433027711098559
49.212915,16.581678099999998,Jindřichova 18,VS Jindřichova 18,Žabovřesky,233.5,HV,VsJ18STR,Strojovna Jindřichova 18,0.0,0.034862270845465844,0.06800750659508514
49.212915,16.581678099999998,Jindřichova 18,VS Jindřichova 18,Žabovřesky,233.5,HV,VsJ18MT,Měření Jindřichova 18,0.0,0.034862270845465844,0.06800750659508514
49.2129128,16.5824731,Jindřichova 19,VS Jindřichova 19,Žabovřesky,237.8,HV,VsJ19STR,Strojovna Jindřichova 19,0.0,0.03344320105384403,0.06624486228179034
49.2129128,16.5824731,Jindřichova 19,VS Jindřichova 19,Žabovřesky,237.8,HV,VsJ19MT,Měření Jindřichova 19,0.0,0.03344320105384403,0.06624486228179034
49.2127225,16.5826394,Jindřichova 21,VS Jindřichova 21,Žabovřesky,238.3,HV,VsJ21STR,Strojovna Jindřichova 21,0.0,0.03455022176388286,0.0688426996105056
49.2127225,16.5826394,Jindřichova 21,VS Jindřichova 21,Žabovřesky,238.3,HV,VsJ21MT,Měření Jindřichova 21,0.0,0.03455022176388286,0.0688426996105056
49.2145492,16.582585,Jindřichova 6,VS Jindřichova 6,Žabovřesky,242.7,HV,VsJ06STR,Strojovna Jindřichova 6,0.0,0.019067126533890585,0.04671616180355518
49.2145492,16.582585,Jindřichova 6,VS Jindřichova 6,Žabovřesky,242.7,HV,VsJ06MT,Měření Jindřichova 6,0.0,0.019067126533890585,0.04671616180355518
49.2143714,16.5827767,Jindřichova 8,VS Jindřichova 8,Žabovřesky,242.5,HV,VsJ08STR,Strojovna Jindřichova 8,0.0,0.01964137329839185,0.0487027385695294
49.2143714,16.5827767,Jindřichova 8,VS Jindřichova 8,Žabovřesky,242.5,HV,VsJ08MT,Měření Jindřichova 8,0.0,0.01964137329839185,0.0487027385695294
49.2086522,16.6862644,Jírova 10,VS Jírova 8,Líšeň,342.0,HV,VSJirSTR,Stroj. VS Jírova 8,0.0,0.02082775432736452,0.10830915167516517
49.1917344,16.6120361,Josefská 17,VS Josefská 17/19,Střed,213.4,HV,Jos17STR,Stroj. Josefská 17/19,0.0,0.030355484545526525,0.06523812942547975
49.1916789,16.6116703,Josefská 21,VS Josefská 21,Střed,215.2,HV,Jos21STR,Stroj. Josefská 21,0.0,0.03045955650304235,0.06732278900409075
49.2055242,16.6800433,Josefy Faimonové 13a,VS11 J.Faimonové,Líšeň,314.1,HV,V11FaKOT,Kotle VS11 J.Faimonové,0.1636945124299037,0.05555572003163453,0.022037029870353872
49.2055242,16.6800433,Josefy Faimonové 13a,VS11 J.Faimonové,Líšeň,314.1,HV,V11FaMT,MT VS11 J.Faimonové,0.1636945124299037,0.05555572003163453,0.022037029870353872
49.2055242,16.6800433,Josefy Faimonové 13a,VS11 J.Faimonové,Líšeň,314.1,HV,V11FaPS1,"DPS J.Faim.11,13-17",0.1636945124299037,0.05555572003163453,0.022037029870353872
49.2055242,16.6800433,Josefy Faimonové 13a,VS11 J.Faimonové,Líšeň,314.1,HV,V11FaPS2,"DPS J.Faim. 18-20,22,24",0.1636945124299037,0.05555572003163453,0.022037029870353872
49.2055242,16.6800433,Josefy Faimonové 13a,VS11 J.Faimonové,Líšeň,314.1,HV,FaiPS1MT,"Měř. J.Faim.11,13-17",0.1636945124299037,0.05555572003163453,0.022037029870353872
49.2055242,16.6800433,Josefy Faimonové 13a,VS11 J.Faimonové,Líšeň,314.1,HV,FaiPS2MT,"Měř. J.Faim. 18-20,22,24",0.1636945124299037,0.05555572003163453,0.022037029870353872
49.2034483,16.6795,Josefy Faimonové 1a,VS11a J.Faimonové,Líšeň,288.5,HV,V11aFKOT,Kotle 11a J. Faimonové,0.05708987066607484,0.06673880449808828,0.020537903423941975
49.2034483,16.6795,Josefy Faimonové 1a,VS11a J.Faimonové,Líšeň,288.5,HV,V11aFSTR,Stroj. 11a J. Faimonové,0.05708987066607484,0.06673880449808828,0.020537903423941975
49.2034483,16.6795,Josefy Faimonové 1a,VS11a J.Faimonové,Líšeň,288.5,HV,V11aFPS1,PDS J. Faimonové 1-6,0.05708987066607484,0.06673880449808828,0.020537903423941975
49.2034483,16.6795,Josefy Faimonové 1a,VS11a J.Faimonové,Líšeň,288.5,HV,V11aFPS2,PDS J. Faimonové 7-12,0.05708987066607484,0.06673880449808828,0.020537903423941975
49.2034483,16.6795,Josefy Faimonové 1a,VS11a J.Faimonové,Líšeň,288.5,HV,V11aFPS3,"PDS Neklež 1,1a,1b",0.05708987066607484,0.06673880449808828,0.020537903423941975
49.2034483,16.6795,Josefy Faimonové 1a,VS11a J.Faimonové,Líšeň,288.5,HV,Fa_PS1MT,Měř. J. Faimonové 1-6,0.05708987066607484,0.06673880449808828,0.020537903423941975
49.2034483,16.6795,Josefy Faimonové 1a,VS11a J.Faimonové,Líšeň,288.5,HV,Fa_PS2MT,Měř. J. Faimonové 7-12,0.05708987066607484,0.06673880449808828,0.020537903423941975
49.2034483,16.6795,Josefy Faimonové 1a,VS11a J.Faimonové,Líšeň,288.5,HV,Fa_PS3MT,"Měř. Neklež 1,1a,1b",0.05708987066607484,0.06673880449808828,0.020537903423941975
49.2235739,16.5527908,Jožky Jabůrkové 20,PKK24 J.Jabůrko.20,Komín,246.9,PK,K24JaKOT,Kotle K24 J.Jabůrkové,0.0,0.052976855498947165,0.19610583715820432
49.2235739,16.5527908,Jožky Jabůrkové 20,PKK24 J.Jabůrko.20,Komín,246.9,PK,K24JaSTR,Stroj. K24 J.Jabůrkové,0.0,0.052976855498947165,0.19610583715820432
49.2327547,16.6238878,Jurkovičova 1,HO8 Jurkovičova,Lesná,309.8,HV,HO8JuSTR,Stroj. HO8 Jurkovičova,0.5654690029335965,0.4290805786438845,0.4680791165205093
49.2327547,16.6238878,Jurkovičova 1,HO8 Jurkovičova,Lesná,309.8,HV,HO8JuMT,Měření HO8 Jurkovičova,0.5654690029335965,0.4290805786438845,0.4680791165205093
49.2327547,16.6238878,Jurkovičova 1,HO8 Jurkovičova,Lesná,309.8,HV,HO8JuPS1,PDS Jurkovičova 2-7,0.5654690029335965,0.4290805786438845,0.4680791165205093
49.2327547,16.6238878,Jurkovičova 1,HO8 Jurkovičova,Lesná,309.8,HV,HO8JuPS2,"PDS Jurk. 9,12,15,18",0.5654690029335965,0.4290805786438845,0.4680791165205093
49.2327547,16.6238878,Jurkovičova 1,HO8 Jurkovičova,Lesná,309.8,HV,HO8JuPS3,"PDS Loosova 3,6,9,11Mš",0.5654690029335965,0.4290805786438845,0.4680791165205093
49.2327547,16.6238878,Jurkovičova 1,HO8 Jurkovičova,Lesná,309.8,HV,HO8JuPS4,"PDS Loosova 12,13,14",0.5654690029335965,0.4290805786438845,0.4680791165205093
49.2327547,16.6238878,Jurkovičova 1,HO8 Jurkovičova,Lesná,309.8,HV,JuPS1MT,Měření Jurkovičova 2-7,0.5654690029335965,0.4290805786438845,0.4680791165205093
49.2327547,16.6238878,Jurkovičova 1,HO8 Jurkovičova,Lesná,309.8,HV,JuPS2MT,"Měření Jurk. 9,12,15,18",0.5654690029335965,0.4290805786438845,0.4680791165205093
49.2327547,16.6238878,Jurkovičova 1,HO8 Jurkovičova,Lesná,309.8,HV,JuPS3MT,"Měř. Loosova 3,6,9,11Mš",0.5654690029335965,0.4290805786438845,0.4680791165205093
49.2327547,16.6238878,Jurkovičova 1,HO8 Jurkovičova,Lesná,309.8,HV,JuPS4MT,"Měření Loosova 12,13,14",0.5654690029335965,0.4290805786438845,0.4680791165205093
49.244423100000006,16.571930300000002,K Babě 11,KM 15 K Babě 11,Medlánky,260.5,PK,KM15BSTR,KM 15 K Babě 11,0.0,0.059706279162090314,0.04108729951835182
49.2450994,16.5709114,K Babě 17,KM 11 K Babě 17 ,Medlánky,262.6,PK,KM11BSTR,KM 11 Babě 17,0.0,0.046727580875169115,0.03499821267462843
49.2460175,16.5703772,K Babě 19,KM 6 K Babě 19,Medlánky,267.4,PK,KM6BaSTR,KM 6 K Babě 19,0.0,0.04149111501237148,0.032028158781362316
49.2457719,16.5698483,K Babě 21,KM 5 K Babě 21,Medlánky,264.8,PK,KM5BaSTR,KM 5 K Babě 21,0.0,0.041572385090892616,0.02950167722105723
49.2454586,16.5694919,K Babě 23,KM 4 K Babě 23,Medlánky,261.7,PK,KM4BaSTR,KM 4 K Babě 23,0.0,0.04075724521990216,0.027867067875572984
49.243998100000006,16.5743872,K Babě 25,KM 3 K Babě 25,Medlánky,267.5,PK,KM3BaSTR,KM 3 K Babě 25,0.0,0.05856514401674572,0.040802982421231385
49.2446386,16.5724033,K Babě 9,KM 16 K Babě 9,Medlánky,263.5,PK,KM16BSTR,KM 16 K Babě 9,0.0,0.056651493938816286,0.04009453376977426
49.245065600000004,16.5718208,K Rybníku 1,KM 12 K Rybníku 1,Medlánky,264.6,PK,KM12RSTR,KM 12 K Rybníku 1,0.0,0.04866127432674427,0.036170520288637736
49.2441044,16.5715733,K Rybníku 2,KM 14 K Rybníku,Medlánky,258.0,PK,KM14RSTR,KM 14 K Rybníku,0.05543216424324766,0.06427081801598666,0.04239229302035963
49.2207753,16.5137986,Kachlíkova 15a,PKKB2 Kachlíko.15a,Bystrc,292.8,PK,K2Ka_KOT,Kotle KB2 Kachlíkova,0.0,0.00371505641225437,0.1121560504904745
49.2207753,16.5137986,Kachlíkova 15a,PKKB2 Kachlíko.15a,Bystrc,292.8,PK,K2Ka_STR,Strojovna KB2 Kachlíkova,0.0,0.00371505641225437,0.1121560504904745
49.2207753,16.5137986,Kachlíkova 15a,PKKB2 Kachlíko.15a,Bystrc,292.8,PK,K2Ka_MT,Měření KB2 Kachlíkova,0.0,0.00371505641225437,0.1121560504904745
49.2207753,16.5137986,Kachlíkova 15a,PKKB2 Kachlíko.15a,Bystrc,292.8,PK,K2Ka_MTS,Měření Kachlíkova sudá,0.0,0.00371505641225437,0.1121560504904745
49.2207753,16.5137986,Kachlíkova 15a,PKKB2 Kachlíko.15a,Bystrc,292.8,PK,K2Ka_MTL,Měření Kachlíkova lichá,0.0,0.00371505641225437,0.1121560504904745
49.2207753,16.5137986,Kachlíkova 15a,PKKB2 Kachlíko.15a,Bystrc,292.8,PK,K2Ka_MTN,Měření Nad Přehradou,0.0,0.00371505641225437,0.1121560504904745
49.2207753,16.5137986,Kachlíkova 15a,PKKB2 Kachlíko.15a,Bystrc,292.8,PK,K2Ka_SER,Servis KB2 Kachlíkova,0.0,0.00371505641225437,0.1121560504904745
49.1811575,16.5593239,Kamínky 35a,PK K1 Kamínky,Lískovec,308.1,PK,K1KamKOT,Kotle K1 Kamínky,0.13429133976094826,0.20102257618758046,0.3346962883638639
49.1811575,16.5593239,Kamínky 35a,PK K1 Kamínky,Lískovec,308.1,PK,K1KamSTR,Strojovna K1 Kamínky,0.13429133976094826,0.20102257618758046,0.3346962883638639
49.1785783,16.5581153,Kamínky 5a,PK K2 Kamínky,Lískovec,306.5,PK,K2KamKOT,Kotle K2 Kamínky,0.0,0.08972280726917538,0.2281079672047384
49.1785783,16.5581153,Kamínky 5a,PK K2 Kamínky,Lískovec,306.5,PK,K2KamSTR,Strojovna K2 Kamínky,0.0,0.08972280726917538,0.2281079672047384
49.212119200000004,16.5834592,Klímova 1,VS Klímova 1,Žabovřesky,241.4,HV,VsKl1STR,Strojovna Klímova 1,0.0,0.03323092629104446,0.07568467240875719
49.212119200000004,16.5834592,Klímova 1,VS Klímova 1,Žabovřesky,241.4,HV,VsKl1MT,Měření Klímova 1,0.0,0.03323092629104446,0.07568467240875719
49.212461100000006,16.5831156,Klímova 3,VS Klímova 3,Žabovřesky,240.5,HV,VsKl3STR,Strojovna Klímova 3,0.0,0.03293127147126797,0.07196133393969192
49.212461100000006,16.5831156,Klímova 3,VS Klímova 3,Žabovřesky,240.5,HV,VsKl3MT,Měření Klímova 3,0.0,0.03293127147126797,0.07196133393969192
49.2122722,16.5950783,Klusáčkova 5a,"VS Klusáčkova 5a,b",Královo Pole,239.2,HV,VKlu5Str,Strojovna VS Klusáčk.5,0.22360155224250333,0.0420180354679507,0.04441433184361905
